Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
item_Zombiepedia_book12_desc,items,Quest - Note,,,"A single volume from an encylopedia named Zombiepedia.\n\nThis volume provides tips, tricks and helpful information about: Underground Bases\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
quest_Zombiepedia_Book12_name,Quest,Quest Info,,,"Zombiepedia: Underground Bases",,,,,,,,,,,,,,
quest_Zombiepedia_Book12_subtitle,Quest,Quest Info,,,"Read the Zombiepedia Volume",,,,,,,,,,,,,,
quest_Zombiepedia_Book12_description,Quest,Quest Info,,,"Learn details of the world around you by reading the Zombiepedia Volume.",,,,,,,,,,,,,,
quest_Zombiepedia_Book12_offer,Quest,Quest Info,,,"You read the encyclopedia volume and gain two skill points.\n\nZombiepedia, Volume12: Underground Bases\n\n12.1: Zombies will take the path of least resistance to get to you. While in an underground base this may mean digging from the surface to get down to you. Make sure in any hole you dig in the ground you place multiple layers of concrete or steel between you and the surface, and provide something like a fall trap or easy way for them to get to you. This controls the flow of zombies to where you want them. - Shouden Kalferas\n12.2: Haybales negate most fall damage - DeViT\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
ZombiepediaBook12,Journal Tip,,,,"Zombiepedia, Volume12: Underground Bases\n\n12.1: Zombies will take the path of least resistance to get to you. While in an underground base this may mean digging from the surface to get down to you. Make sure in any hole you dig in the ground you place multiple layers of concrete or steel between you and the surface, and provide something like a fall trap or easy way for them to get to you. This controls the flow of zombies to where you want them. - Shouden Kalferas\n12.2: Haybales negate most fall damage - DeViT",,,,,,,,,,,,,,
ZombiepediaBook12_title,Journal Tip,,,,"Zombiepedia Volume12: Underground Bases",,,,,,,,,,,,,,
quest_Zombiepedia_Book12_statement,Quest,Quest Info,,,"Educate yourself with Zombiepedia Volume12",,,,,,,,,,,,,,

item_Zombiepedia_book13_name,items,Quest - Note,,,"Zombiepedia Volume13: Vehicles",,,,,,,,,,,,,,
item_Zombiepedia_book13_desc,items,Quest - Note,,,"A single volume from an encylopedia named Zombiepedia.\n\nThis volume provides tips, tricks and helpful information about: Vehicles\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
quest_Zombiepedia_Book13_name,Quest,Quest Info,,,"Zombiepedia: Vehicles",,,,,,,,,,,,,,
quest_Zombiepedia_Book13_subtitle,Quest,Quest Info,,,"Read the Zombiepedia Volume",,,,,,,,,,,,,,
quest_Zombiepedia_Book13_description,Quest,Quest Info,,,"Learn details of the world around you by reading the Zombiepedia Volume.",,,,,,,,,,,,,,
quest_Zombiepedia_Book13_offer,Quest,Quest Info,,,"You read the encyclopedia volume and gain two skill points.\n\nZombiepedia, Volume13: Vehicles\n\n13.1: The gyrocopter and motorcycle travel at the same speed, but the gyrocopter can fly over obstacles. However, you have no defense from vultures while flying in a gyrocopter. - Shouden Kalferas\n13.2: During a blood moon, you cannot outrun vultures in any vehicle. During any other time, you can get away from them on higher tier vehicles. - jc2xs\n13.3: A 4x4 truck can hold substantially more items than a motorcycle or gyrocopter. This makes the truck a much more useful vehicle for trading or looting. - DeViT\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
ZombiepediaBook13,Journal Tip,,,,"Zombiepedia, Volume13: Vehicles\n\n13.1: The gyrocopter and motorcycle travel at the same speed, but the gyrocopter can fly over obstacles. However, you have no defense from vultures while flying in a gyrocopter. - Shouden Kalferas\n13.2: During a blood moon, you cannot outrun vultures in any vehicle. During any other time, you can get away from them on higher tier vehicles. - jc2xs\n13.3: A 4x4 truck can hold substantially more items than a motorcycle or gyrocopter. This makes the truck a much more useful vehicle for trading or looting. - DeViT",,,,,,,,,,,,,,
ZombiepediaBook13_title,Journal Tip,,,,"Zombiepedia Volume13: Vehicles",,,,,,,,,,,,,,
quest_Zombiepedia_Book13_statement,Quest,Quest Info,,,"Educate yourself with Zombiepedia Volume13",,,,,,,,,,,,,,

item_Zombiepedia_book14_name,items,Quest - Note,,,"Zombiepedia Volume14: Weapons",,,,,,,,,,,,,,
item_Zombiepedia_book14_desc,items,Quest - Note,,,"A single volume from an encylopedia named Zombiepedia.\n\nThis volume provides tips, tricks and helpful information about: Weapons\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
quest_Zombiepedia_Book14_name,Quest,Quest Info,,,"Zombiepedia: Weapons",,,,,,,,,,,,,,
quest_Zombiepedia_Book14_subtitle,Quest,Quest Info,,,"Read the Zombiepedia Volume",,,,,,,,,,,,,,
quest_Zombiepedia_Book14_description,Quest,Quest Info,,,"Learn details of the world around you by reading the Zombiepedia Volume.",,,,,,,,,,,,,,
quest_Zombiepedia_Book14_offer,Quest,Quest Info,,,"You read the encyclopedia volume and gain two skill points.\n\nZombiepedia, Volume14: Weapons\n\n14.1: Armor Piercing(AP) ammo is effective against zombies or enemies wearing armor, while Hollow Point(HP) ammo is more effective against unarmored targets. - jc2xs\n14.2: Shotgun and SMG turrets must be powered by electricity, and you must lock the ammo into them. - Shouden Kalferas\n14.3: If you have empty mods slots on your weapon, find a mod and put it in.  Any mod (except dyes) will increase the damage your weapon does. This also will increase the amount you can sell it to Trader for. - jc2xs & nickcan\n14.4: Check weapons you are using to make sure you know what repairs it, then carry a few of those repair items with you. A broken weapon in your hand is a zombies best friend - Doughphunghus\n14.5: Fighting is not always the best solution! Rocks are frequently found on the ground and unaware zombies are easily drawn to the sounds of thrown rocks - Doughphunghus\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
ZombiepediaBook14,Journal Tip,,,,"Zombiepedia, Volume14: Weapons\n\n14.1: Armor Piercing(AP) ammo is effective against zombies or enemies wearing armor, while Hollow Point(HP) ammo is more effective against unarmored targets. - jc2xs\n14.2: Shotgun and SMG turrets must be powered by electricity, and you must lock the ammo into them. - Shouden Kalferas\n14.3: If you have empty mods slots on your weapon, find a mod and put it in.  Any mod (except dyes) will increase the damage your weapon does. This also will increase the amount you can sell it to Trader for. - jc2xs & nickcan\n14.4: Check weapons you are using to make sure you know what repairs it, then carry a few of those repair items with you. A broken weapon in your hand is a zombies best friend - Doughphunghus\n14.5: Fighting is not always the best solution! Rocks are frequently found on the ground and unaware zombies are easily drawn to the sounds of thrown rocks - Doughphunghus",,,,,,,,,,,,,,
ZombiepediaBook14_title,Journal Tip,,,,"Zombiepedia Volume14: Weapons",,,,,,,,,,,,,,
quest_Zombiepedia_Book14_statement,Quest,Quest Info,,,"Educate yourself with Zombiepedia Volume14",,,,,,,,,,,,,,

item_Zombiepedia_book15_name,items,Quest - Note,,,"Zombiepedia Volume15: Zombies",,,,,,,,,,,,,,
item_Zombiepedia_book15_desc,items,Quest - Note,,,"A single volume from an encylopedia named Zombiepedia.\n\nThis volume provides tips, tricks and helpful information about: Zombies\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
quest_Zombiepedia_Book15_name,Quest,Quest Info,,,"Zombiepedia: Zombies",,,,,,,,,,,,,,
quest_Zombiepedia_Book15_subtitle,Quest,Quest Info,,,"Read the Zombiepedia Volume",,,,,,,,,,,,,,
quest_Zombiepedia_Book15_description,Quest,Quest Info,,,"Learn details of the world around you by reading the Zombiepedia Volume.",,,,,,,,,,,,,,
quest_Zombiepedia_Book15_offer,Quest,Quest Info,,,"You read the encyclopedia volume and gain two skill points.\n\nZombiepedia, Volume15: Zombies\n\n15.1: There are three classes of zombies: Normal, which can meander about at slow speeds and are easy to avoid or outrun. Feral, which run very fast and are difficult to outrun. Irradiated, which heal themselves over time, move quickly, and are difficult to kill. - Shouden Kalferas\n15.2: Vultures are likely to attack you when your health or your vehicle’s health is not 100% full. - Doughphunghus & Kakita987\n15.3: Some zombies and animals can jump quite high and far. Learn to recognize them - Doughphunghus\n15.4: Shoot demolition zombies even after they are dead to explode their corpse before their bomb explodes. - Shouden Kalferas\n\nAfter you read this volume, you can read the contents again in your Journal.",,,,,,,,,,,,,,
ZombiepediaBook15,Journal Tip,,,,"Zombiepedia, Volume15: Zombies\n\n15.1: There are three classes of zombies: Normal, which can meander about at slow speeds and are easy to avoid or outrun. Feral, which run very fast and are difficult to outrun. Irradiated, which heal themselves over time, move quickly, and are difficult to kill. - Shouden Kalferas\n15.2: Vultures are likely to attack you when your health or your vehicle’s health is not 100% full. - Doughphunghus & Kakita987\n15.3: Some zombies and animals can jump quite high and far. Learn to recognize them - Doughphunghus\n15.4: Shoot demolition zombies even after they are dead to explode their corpse before their bomb explodes. - Shouden Kalferas",,,,,,,,,,,,,,
ZombiepediaBook15_title,Journal Tip,,,,"Zombiepedia Volume15: Zombies",,,,,,,,,,,,,,
quest_Zombiepedia_Book15_statement,Quest,Quest Info,,,"Educate yourself with Zombiepedia Volume15",,,,,,,,,,,,,,

